File Name,Utterance,Speaker,Arousal,Valence,Dominance
102420,are you to to ride Cee,MOT,0.806,0.465,0.472
102421,spider,CHI,0.229,0.569,0.43
102422,bye,MOT,0.375,0.398,0.321
102423,have a good ride,MOT,0.8336666666666667,0.4073333333333333,0.533
102424,you wanna get down off Cee,MOT,0.474,0.46199999999999997,0.4655
102425,Cee,CHI,,,
102426,do you wanna get down,MOT,0.5393333333333333,0.49066666666666664,0.48900000000000005
102427,down,CHI,0.208,0.33,0.264
102428,down,MOT,0.208,0.33,0.264
102429,or do you wanna ride Cee,MOT,0.738,0.5065000000000001,0.504
102430,or you can ride Cee,MOT,0.734,0.4125,0.46299999999999997
102431,where did Daddy go Laura,MOT,0.51,0.441,0.444
102432,byebye,CHI,,,
102433,did Daddy go byebye,MOT,0.51,0.441,0.444
102434,car,CHI,0.776,0.54,0.5
102435,in the car,MOT,0.776,0.54,0.5
102436,where's Daddy,MOT,,,
102437,where is Daddy,MOT,,,
102438,car,CHI,0.776,0.54,0.5
102439,in the car,MOT,0.776,0.54,0.5
102440,that's right,MOT,0.74,0.352,0.71
102441,there,CHI,,,
102442,uhhuh,MOT,,,
102443,where's Jwww,MOT,,,
102444,byebye,CHI,,,
102445,Jwww's byebye,MOT,,,
102446,car,CHI,0.776,0.54,0.5
102447,no,MOT,,,
102448,Jwww's not in the car,MOT,-0.776,-0.54,-0.5
102449,where is Jwww,MOT,,,
102450,car,CHI,0.776,0.54,0.5
102451,no,MOT,,,
102452,she didn't go in the car,MOT,0.133,0.049500000000000016,0.027999999999999997
102453,where's baby,MOT,0.837,0.365,0.455
102454,baby,CHI,0.837,0.365,0.455
102455,night_night,CHI,,,
102456,the baby's night_night,MOT,,,
102457,where's Laura,MOT,,,
102458,night_night,CHI,,,
102459,where's Laura,MOT,,,
102460,Cee,CHI,,,
102461,yes,MOT,,,
102462,Laura's on Cee,MOT,,,
102463,Cee is her word for horsy,MOT,0.552,0.255,0.482
102464,does Laura like ice_cream,MOT,0.719,0.353,0.446
102465,cookie,CHI,0.792,0.306,0.25
102466,cookie,MOT,0.792,0.306,0.25
102467,no,MOT,,,
102468,ice_cream,MOT,,,
102469,does Laura like ice_cream,MOT,0.719,0.353,0.446
102470,spoon,CHI,0.479,0.236,0.259
102471,yes,MOT,,,
102472,we put ice_cream on the spoon,MOT,0.4995,0.317,0.3845
102473,do you like it,MOT,0.6945,0.4505,0.491
102474,is it good,MOT,0.938,0.368,0.534
102475,is ice_cream good,MOT,0.938,0.368,0.534
102476,oh,CHI,,,
102477,oh,MOT,,,
102478,oh what,MOT,,,
102479,down,CHI,0.208,0.33,0.264
102480,down,CHI,0.208,0.33,0.264
102481,down,MOT,0.208,0.33,0.264
102482,you wanna get off Cee,MOT,0.74,0.594,0.667
102483,there,CHI,,,
102484,this whole conversation is taking place she's standing on the hobby_horse,MOT,0.645,0.36125,0.501
102485,what's this,MOT,,,
102486,recorder,CHI,0.551,0.374,0.481
102487,the recorder,MOT,0.551,0.374,0.481
102488,yeah,MOT,,,
102489,aya,CHI,,,
102490,aiai,MOT,,,
102491,where's the key,MOT,0.615,0.275,0.519
102492,do you see my keys,MOT,0.6525000000000001,0.40850000000000003,0.42400000000000004
102493,door,CHI,0.549,0.189,0.421
102494,no,MOT,,,
102495,I didn't leave the key in the door,MOT,-0.147,-0.13366666666666668,-0.13100000000000003
102496,where is it,MOT,,,
102497,key,CHI,0.615,0.275,0.519
102498,where's the key Laura,MOT,0.615,0.275,0.519
102499,byebye,CHI,,,
102500,the key is byebye,MOT,0.615,0.275,0.519
102501,car,CHI,0.776,0.54,0.5
102502,oh the key went in the car,MOT,0.6955,0.40750000000000003,0.5095000000000001
102503,I see,MOT,0.635,0.269,0.312
102504,where's the kitty,MOT,,,
102505,kitty,CHI,,,
102506,where's the kitty,MOT,,,
102507,outside,CHI,,,
102508,outside yeah,MOT,,,
102509,is the kitty night_night,MOT,,,
102510,mhm,MOT,,,
102511,where's the bowwow,MOT,,,
102512,bowwow,CHI,,,
102513,bye,CHI,0.375,0.398,0.321
102514,the bowwow's byebye,MOT,,,
102515,byebye,CHI,,,
102516,where's Serena,MOT,,,
102517,can you say Serena,MOT,0.6165,0.33499999999999996,0.46799999999999997
102518,bowwow,CHI,,,
102519,is Serena a bowwow,MOT,,,
102520,bowwow,CHI,,,
102521,yes,MOT,,,
102522,she lives next door us us,CHI,0.549,0.189,0.421
102523,bow,CHI,0.53,0.306,0.408
102524,do you hafta go poo,MOT,0.5900000000000001,0.49450000000000005,0.49
102525,yeah,MOT,,,
102526,I see Cee,MOT,0.635,0.269,0.312
102527,do you hafta go poo,MOT,0.5900000000000001,0.49450000000000005,0.49
102528,do you hafta go poo,MOT,0.5900000000000001,0.49450000000000005,0.49
102529,yeah,MOT,,,
102530,that's the recorder,MOT,0.551,0.374,0.481
102531,does Laura needta go poo_poo,MOT,0.51,0.441,0.444
102532,what do you want,MOT,0.6705000000000001,0.595,0.567
102533,recorder,CHI,0.551,0.374,0.481
102534,the recorder,MOT,0.551,0.374,0.481
102535,I see,MOT,0.635,0.269,0.312
102536,Laura,MOT,,,
102537,does Laura like cookies,MOT,0.7709999999999999,0.402,0.381
102538,do you like cookies,MOT,0.7373333333333333,0.4506666666666667,0.4326666666666667
102539,the recorder,MOT,0.551,0.374,0.481
102540,do you like cookies,MOT,0.7373333333333333,0.4506666666666667,0.4326666666666667
102541,cookie,CHI,0.792,0.306,0.25
102542,do you wanna eat a cookie,MOT,0.731,0.45133333333333336,0.4166666666666667
102543,no,CHI,,,
102544,Deedee,CHI,,,
102545,here,CHI,,,
102546,cookie,CHI,0.792,0.306,0.25
102547,uhoh,MOT,0.32,0.622,0.284
102548,here comes Deedee with dirty hands,MOT,0.153,0.46,0.17
102549,here comes Joanna,MOT,,,
102550,that door,CHI,0.549,0.189,0.421
102551,what's this,MOT,,,
102552,hey Laura,MOT,,,
102553,what,MOT,,,
102554,that tata,CHI,,,
102555,tata,MOT,,,
102556,she calls my glasses tata,MOT,0.5695,0.3205,0.4405
102557,what's this,MOT,,,
102558,oh no you can't wear my glasses,MOT,-0.4215,-0.29,-0.2925
102559,what's this,MOT,,,
102560,nose,CHI,0.582,0.27,0.245
102561,nose,MOT,0.582,0.27,0.245
102562,yes,MOT,,,
102563,eye,CHI,0.531,0.265,0.425
102564,eye,MOT,0.531,0.265,0.425
102565,ear,CHI,0.469,0.216,0.231
102566,hair,MOT,0.582,0.186,0.286
102567,where's your bellybutton,MOT,0.531,0.283,0.36
102568,Laura,CHI,,,
102569,where's your toe,MOT,0.406,0.221,0.293
102570,toe,CHI,0.406,0.221,0.293
102571,toe,MOT,0.406,0.221,0.293
102572,that's,MOT,,,
102573,you wanna play this little piggy went to market,MOT,0.6154999999999999,0.4425,0.376
102574,you want me to tickle you,MOT,0.7155,0.6845,0.47
102575,tickle,CHI,0.76,0.727,0.342
102576,toe,CHI,0.406,0.221,0.293
102577,tickle toe,MOT,0.583,0.474,0.3175
102578,okay,MOT,,,
102579,ah,CHI,,,
102580,this little piggy went all the way home,MOT,0.5650000000000001,0.2675,0.39749999999999996
102581,want me to tickle you,MOT,0.7155,0.6845,0.47
102582,toe,CHI,0.406,0.221,0.293
102583,what do you want me to do to your toe,MOT,0.6042500000000001,0.48975,0.49074999999999996
102584,what should I do,MOT,0.67,0.548,0.536
102585,recorder,CHI,0.551,0.374,0.481
102586,that's the recorder,MOT,0.551,0.374,0.481
102587,do you want me tickle your toe,MOT,0.62675,0.5345,0.44225
102588,this little piggy went all the home,MOT,0.5933333333333334,0.265,0.38999999999999996
102589,toe,CHI,0.406,0.221,0.293
102590,toe,MOT,0.406,0.221,0.293
102591,what should I do to your toe,MOT,0.538,0.3845,0.4145
102592,ah,CHI,,,
102593,toe,CHI,0.406,0.221,0.293
102594,tickle your toe,MOT,0.583,0.474,0.3175
102595,this little piggy went all home home home,MOT,0.6976,0.267,0.45199999999999996
102596,toe toe,CHI,0.406,0.221,0.293
102597,what,MOT,,,
102598,toe,CHI,0.406,0.221,0.293
102599,yeah,MOT,,,
102600,I tickled your toe,MOT,0.5805,0.46399999999999997,0.3285
102601,should we play Vera_Vera_Vutch,MOT,0.812,0.765,0.358
102602,where,CHI,,,
102603,you like that,MOT,0.719,0.353,0.446
102604,here,CHI,,,
102605,vera vera vutch,MOT,,,
102606,vera vera vutch,MOT,,,
102607,do you want a kiss,MOT,0.7693333333333334,0.6676666666666667,0.588
102608,no,CHI,,,
102609,okay,MOT,,,
102610,there,CHI,,,
102611,vutch vutch vutch,MOT,,,
102612,in a second I would,MOT,0.4915,0.311,0.3385
102613,down,CHI,0.208,0.33,0.264
102614,vera vera vutch,MOT,,,
102615,who's that,MOT,,,
102616,Dwww,CHI,,,
102617,yes,MOT,,,
102618,is that Jo,MOT,,,
102619,vera vera,CHI,,,
102620,vera vera vutch,MOT,,,
102621,Jwww came into the room to join us,MOT,0.729,0.381,0.5645
102622,face face face face face face,MOT,0.5709999999999998,0.17300000000000001,0.453
102623,you wanna hear us,MOT,0.76,0.429,0.444
102624,okay,SIS,,,
102625,you wanna hear the recording,MOT,0.6665,0.483,0.45899999999999996
102626,she does,SIS,,,
102627,she does,SIS,,,
102628,papa,CHI,0.656,0.34,0.527
102629,oh papa,MOT,0.656,0.34,0.527
102630,let's sing,MOT,0.858,0.606,0.42
102631,goes goes goes goes goes goes,MOT,,,
102632,we're to to sing papa,MOT,0.757,0.473,0.47350000000000003
102633,you sing papa too okay,MOT,0.757,0.473,0.47350000000000003
102634,yeah,CHI,,,
102635,papa,CHI,0.656,0.34,0.527
102636,oompapa oompapa that's how it goes,MOT,,,
102637,papa,CHI,0.656,0.34,0.527
102638,oompapa,SIS,,,
102639,oompapa,MOT,,,
102640,hey hold still Laura,MOT,0.448,0.29,0.364
102641,can you sing papa,MOT,0.7253333333333334,0.43533333333333335,0.467
102642,can you sing Oompapa,MOT,0.76,0.483,0.437
102643,papa,CHI,0.656,0.34,0.527
102644,goes goes goes goes goes goes,MOT,,,
102645,oompapa oompapa,SIS,,,
102646,oompapa oompapa that's how it goes,MOT,,,
102647,can you say go,MOT,0.5810000000000001,0.37033333333333335,0.45999999999999996
102648,no,CHI,,,
102649,no,MOT,,,
102650,well you usually say go,MOT,0.5405,0.3755,0.46299999999999997
102651,how come you won't say go today,MOT,-0.3395,-0.197,-0.1825
102652,could you say go,MOT,0.5405,0.3755,0.46299999999999997
102653,go Laura,MOT,0.51,0.441,0.444
102654,okay,MOT,,,
102655,let's hear it,MOT,0.76,0.429,0.444
102656,Laura,MOT,,,
102657,who was that,MOT,,,
102658,who did you hear,MOT,0.76,0.429,0.444
102659,tata,CHI,,,
102660,my glasses,MOT,0.531,0.21,0.33
102661,who did you hear,MOT,0.76,0.429,0.444
102662,on,CHI,,,
102663,yeah,MOT,,,
102664,who did you hear on the recorder,MOT,0.6555,0.40149999999999997,0.4625
102665,papa,CHI,0.656,0.34,0.527
102666,papa,MOT,0.656,0.34,0.527
102667,yes we sang Oompapa,MOT,,,
102668,what else did you hear on the recorder,MOT,0.6555,0.40149999999999997,0.4625
102669,go,CHI,0.51,0.441,0.444
102670,yes,MOT,,,
102671,can you say go,MOT,0.5810000000000001,0.37033333333333335,0.45999999999999996
102672,go,CHI,0.51,0.441,0.444
102673,thank you,MOT,0.958,0.353,0.526
102674,can you say fee,MOT,0.529,0.35200000000000004,0.49733333333333335
102675,can you say do,MOT,0.6343333333333333,0.40599999999999997,0.49066666666666664
102676,fee,CHI,0.354,0.386,0.556
102677,can you say do,MOT,0.6343333333333333,0.40599999999999997,0.49066666666666664
102678,do,CHI,0.67,0.548,0.536
102679,can you say see,MOT,0.6226666666666667,0.313,0.416
102680,p,CHI,,,
102681,can you say go,MOT,0.5810000000000001,0.37033333333333335,0.45999999999999996
102682,see,CHI,0.635,0.269,0.312
102683,can you say be,MOT,0.6343333333333333,0.3033333333333333,0.49666666666666665
102684,be,CHI,0.67,0.24,0.554
102685,can you say me be,MOT,0.6343333333333333,0.3033333333333333,0.49666666666666665
102686,baby,CHI,0.837,0.365,0.455
102687,no not baby,MOT,-0.837,-0.365,-0.455
102688,me be,MOT,0.67,0.24,0.554
102689,baby,CHI,0.837,0.365,0.455
102690,where's Dwww,MOT,,,
102691,baby,CHI,0.837,0.365,0.455
102692,where did Pwww go,MOT,0.51,0.441,0.444
102693,go,CHI,0.51,0.441,0.444
102694,where did Pwww go,MOT,0.51,0.441,0.444
102695,car,CHI,0.776,0.54,0.5
102696,that's right,MOT,0.74,0.352,0.71
102697,Pwww is gone in her car,MOT,0.534,0.385,0.345
102698,where did Mama go,MOT,0.51,0.441,0.444
102699,Nana,CHI,,,
102700,baa hot,CHI,0.49,0.74,0.573
102701,yes,MOT,,,
102702,it's hot out,MOT,0.49,0.74,0.573
102703,is it a hot day,MOT,0.6045,0.5045,0.481
102704,are you tired,MOT,0.125,0.317,0.191
102705,no,SIS,,,
102706,bear,CHI,0.448,0.57,0.475
102707,crayon,MOT,0.604,0.26,0.185
102708,Laura,MOT,,,
102709,do you wanna go swimming,MOT,0.6466666666666667,0.516,0.5013333333333333
102710,do you,CHI,0.67,0.548,0.536
102711,do you wanna go swimming,MOT,0.6466666666666667,0.516,0.5013333333333333
102712,yeah,CHI,,,
102713,big smile on her face,MOT,0.7596666666666666,0.453,0.6276666666666667
102714,go,MOT,0.51,0.441,0.444
102715,go where,MOT,0.51,0.441,0.444
102716,dropped,CHI,,,
102717,down,MOT,0.208,0.33,0.264
102718,okay,MOT,,,
102719,let's pick those crayons up again,MOT,0.5920000000000001,0.41500000000000004,0.465
102720,do you wanna go swimming Laura,MOT,0.6466666666666667,0.516,0.5013333333333333
102721,do you wanna go swimming,MOT,0.6466666666666667,0.516,0.5013333333333333
102722,inside,CHI,0.612,0.404,0.472
102723,side,MOT,0.439,0.288,0.395
102724,yes,MOT,,,
102725,we to go outside to go swimming,MOT,0.5933333333333334,0.48033333333333333,0.4706666666666666
102726,do you wanna go swimming with Jim,MOT,0.6466666666666667,0.516,0.5013333333333333
102727,Jim,CHI,,,
102728,do you wanna blow bubbles,MOT,0.493,0.649,0.5529999999999999
102729,bubble,CHI,0.774,0.213,0.364
102730,do you wanna go swimming,MOT,0.6466666666666667,0.516,0.5013333333333333
102731,what do you wear to go swimming,MOT,0.563,0.47950000000000004,0.43975000000000003
102732,you you you,MOT,,,
102733,pepper,CHI,0.4,0.539,0.328
102734,what do you needta go swimming,MOT,0.6466666666666667,0.516,0.5013333333333333
102735,burp,CHI,0.219,0.594,0.432
102736,you you,MOT,,,
102737,put that Laura,MOT,0.52,0.398,0.51
102738,pah,CHI,,,
102739,what should we on on,MOT,,,
102740,whose is that,MOT,,,
102741,pah,CHI,,,
102742,whose is that,MOT,,,
102743,pah,CHI,,,
102744,put,SIS,0.52,0.398,0.51
102745,here Laura,MOT,,,
102746,what's this,MOT,,,
102747,what's this,MOT,,,
102748,towel,CHI,0.63,0.208,0.286
102749,a towel,MOT,0.63,0.208,0.286
102750,this this this,MOT,,,
102751,poo,CHI,,,
102752,shoe,CHI,0.517,0.225,0.288
102753,a shoe,MOT,0.517,0.225,0.288
102754,and what's that,MOT,,,
102755,shoe,CHI,0.517,0.225,0.288
102756,that's suit,MOT,0.776,0.282,0.482
102757,shoe,CHI,0.517,0.225,0.288
102758,and that's a shoe,MOT,0.517,0.225,0.288
102759,and what's this,MOT,,,
102760,shoe,MOT,0.517,0.225,0.288
102761,and what's this,MOT,,,
102762,that's Daddy's suit isn't it,MOT,0.776,0.282,0.482
102763,uhoh,CHI,0.32,0.622,0.284
102764,uhoh what,MOT,0.32,0.622,0.284
102765,potty,CHI,0.367,0.373,0.317
102766,potty,MOT,0.367,0.373,0.317
102767,who wants to go potty,MOT,0.4385,0.40700000000000003,0.3805
102768,do you hafta go potty,MOT,0.5156666666666667,0.454,0.4323333333333333
102769,yeah,CHI,,,
102770,mine,CHI,0.688,0.418,0.578
102771,yes,MOT,,,
102772,your shoe back,MOT,0.47750000000000004,0.289,0.312
102773,you wanna sit on the potty,MOT,0.464,0.3015,0.3425
102774,you wanna go potty,MOT,0.4385,0.40700000000000003,0.3805
102775,now sit down,MOT,0.3845,0.28,0.316
102776,the dope doesn't go inside the potty,MOT,-0.11499999999999999,0.09574999999999999,-0.0435
102777,do you wanna say byebye recorder,MOT,0.5973333333333334,0.41066666666666674,0.4996666666666667
102778,okay,CHI,,,
102779,can you say byebye recorder,MOT,0.5946666666666668,0.34800000000000003,0.47233333333333327
102780,bye,CHI,0.375,0.398,0.321
102781,can you say byebye recorder,MOT,0.5946666666666668,0.34800000000000003,0.47233333333333327
102782,bye,CHI,0.375,0.398,0.321
102783,bye recorder,MOT,0.463,0.386,0.401
102784,not hi,MOT,,,
102785,bye,MOT,0.375,0.398,0.321
102786,ga,CHI,,,
102787,bye,SIS,0.375,0.398,0.321
102788,bye recorder,SIS,0.463,0.386,0.401
102789,the the baby cry Laura,MOT,0.485,0.496,0.355
102790,cry,CHI,0.133,0.627,0.255
102791,who cries,MOT,,,
102792,recorder,CHI,0.551,0.374,0.481
102793,no,MOT,,,
102794,don't touch that,MOT,-0.646,-0.477,-0.455
102795,who cries Laura,MOT,,,
102796,okay Laura,MOT,,,
102797,here,CHI,,,
102798,ah,CHI,,,
102799,poor,CHI,0.156,0.358,0.087
102800,playing with a doll right now in the bathroom,MOT,0.6766666666666666,0.31866666666666665,0.46166666666666667
102801,ha what Laura,MOT,,,
102802,mine,CHI,0.688,0.418,0.578
102803,argh,CHI,0.26,0.538,0.328
102804,umbrella,CHI,0.583,0.246,0.255
102805,okay,MOT,,,
102806,bye house,MOT,0.481,0.2665,0.42700000000000005
102807,bye house,CHI,0.481,0.2665,0.42700000000000005
102808,oh who's this Laura,MOT,,,
102809,door,CHI,0.549,0.189,0.421
102810,door,MOT,0.549,0.189,0.421
102811,that's a door,MOT,0.549,0.189,0.421
102812,and who's this,MOT,,,
102813,who's that,MOT,,,
102814,it Dwww,CHI,,,
102815,who's this,MOT,,,
102816,Deedee,CHI,,,
102817,hey Laura,MOT,,,
102818,who's this,MOT,,,
102819,recorder,CHI,0.551,0.374,0.481
102820,recorder,MOT,0.551,0.374,0.481
102821,my recorder,CHI,0.551,0.374,0.481
102822,what Mama's name,MOT,0.573,0.3,0.415
102823,Swww,CHI,,,
102824,what's Mama's name,MOT,0.573,0.3,0.415
102825,what's Mama's name,MOT,0.573,0.3,0.415
102826,pat,CHI,0.418,0.377,0.34
102827,what is that,MOT,,,
102828,recorder,CHI,0.551,0.374,0.481
102829,no,MOT,,,
102830,that's not a recorder,MOT,-0.551,-0.374,-0.481
102831,that's a vacuum_cleaner,MOT,,,
102832,what's Mommy's name,MOT,0.573,0.3,0.415
102833,my recorder,CHI,0.551,0.374,0.481
102834,that's the vacuum_cleaner,MOT,,,
102835,that's right,MOT,0.74,0.352,0.71
102836,let's close the door,MOT,0.4205,0.2245,0.34199999999999997
102837,door,CHI,0.549,0.189,0.421
102838,what's Mommy's name,MOT,0.573,0.3,0.415
102839,Jwww,CHI,,,
102840,what's Mommy's name,MOT,0.573,0.3,0.415
102841,go,CHI,0.51,0.441,0.444
102842,hee,CHI,0.43,0.433,0.312
102843,boo,CHI,0.153,0.676,0.309
102844,beep,MOT,0.595,0.541,0.304
102845,wonky,CHI,,,
102846,yeah,MOT,,,
102847,Jwww a a,MOT,,,
102848,what's in there,MOT,,,
102849,water,SIS,0.812,0.123,0.429
102850,no,CHI,,,
102851,putting her hand in the mailbox,MOT,0.5575,0.268,0.41900000000000004
102852,does sound like vole to me,MOT,0.742,0.488,0.42200000000000004
102853,pool,CHI,0.625,0.356,0.598
102854,pool,CHI,0.625,0.356,0.598
102855,no we're not going in the pool,MOT,-0.625,-0.356,-0.598
102856,it's too hot,MOT,0.49,0.74,0.573
102857,doo,SIS,,,
102858,it's too pool pool pool pool pool pool,MOT,0.625,0.3559999999999999,0.598
102859,okay Laura,MOT,,,
102860,can you say bye,MOT,0.536,0.35600000000000004,0.419
102861,bye,FAT,0.375,0.398,0.321
102862,is your name Laura,MOT,0.573,0.3,0.415
102863,is your name Laura,SIS,0.573,0.3,0.415
102864,August first,MOT,0.625,0.5,0.788
102865,Laura has just asked for the taperecorder out,MOT,,,
102866,so we'll do our daily recording,MOT,0.632,0.47733333333333333,0.4943333333333333
102867,hi Laura,MOT,,,
102868,hi,CHI,,,
102869,bottle,CHI,0.469,0.236,0.336
102870,bottle bottle bottle,MOT,0.46900000000000003,0.236,0.336
102871,bottle,CHI,0.469,0.236,0.336
102872,where's your bottle,MOT,0.469,0.236,0.336
102873,ah,CHI,,,
102874,did you forget your bottle,MOT,0.39049999999999996,0.309,0.2725
102875,you wanna ride Cee again,MOT,0.806,0.465,0.472
102876,that makes a good,MOT,0.938,0.368,0.534
102877,bottle,CHI,0.469,0.236,0.336
102878,your bottle's gone Laura,MOT,0.292,0.23,0.19
102879,milk milk,CHI,0.817,0.27,0.327
102880,gone where,CHI,0.292,0.23,0.19
102881,where's Jwww,MOT,,,
102882,recorder,CHI,0.551,0.374,0.481
102883,yeah,MOT,,,
102884,that's the recorder,MOT,0.551,0.374,0.481
102885,want bottle,CHI,0.5700000000000001,0.439,0.46699999999999997
102886,here's your bottle Laura,MOT,0.469,0.236,0.336
102887,bottle,CHI,0.469,0.236,0.336
102888,here's your bottle,MOT,0.469,0.236,0.336
102889,there's a bottle,MOT,0.469,0.236,0.336
102890,no,CHI,,,
102891,would you take your hands out_of your mouth,MOT,0.6849999999999999,0.4143333333333334,0.37033333333333335
102892,I can't record you with your hands in your mouth,MOT,0.09099999999999997,-0.0635,-0.08199999999999999
102893,bottle,CHI,0.469,0.236,0.336
102894,bottle,MOT,0.469,0.236,0.336
102895,what's in the bottle,MOT,0.469,0.236,0.336
102896,bottle,CHI,0.469,0.236,0.336
102897,right we'll put the recorder on,MOT,0.6036666666666667,0.3746666666666667,0.5670000000000001
102898,what is that,MOT,,,
102899,milk,CHI,0.817,0.27,0.327
102900,butter,MOT,0.65,0.292,0.202
102901,peanut_butter sandwich,MOT,0.672,0.314,0.31
102902,August_the_second,MOT,,,
102903,Laura and I are reading a book about babies together aren't we Laura,MOT,0.8190000000000001,0.26166666666666666,0.5596666666666666
102904,no,MOT,,,
102905,you read your book and don't worry about the recorder,MOT,0.4620000000000001,0.022749999999999992,0.35775
